Date,Open,High,Low,Close
2022-01-09,17964,18458,17746,18459
2022-01-16,18415,18951,17848,18411
2022-01-23,18399,18544,17542,17694
2022-01-30,17534,17567,15221,15851
2022-02-06,16222,16547,16121,16548
2022-02-13,16632,16632,15971,16180
2022-02-20,15951,16367,15501,16122
2022-02-27,15834,16047,15230,15662
2022-03-06,15622,16339,15539,15938
2022-03-13,15830,15840,15017,15111
2022-03-20,15085,15483,14545,15484
2022-03-27,15555,16140,15540,15972
2022-04-03,15961,16469,15811,16286
2022-04-10,16237,16596,15884,16190
2022-04-17,16050,16316,15690,15958
2022-04-24,15898,16262,15854,16005
2022-05-01,15685,16105,15293,15950
2022-05-08,15737,16194,15737,16092
2022-05-15,15998,16018,15232,15734
2022-05-22,15840,16444,15635,16445
2022-05-29,16474,16671,15939,16539
2022-06-05,16715,17348,16622,17315
2022-06-12,17367,17491,17117,17442
2022-06-19,17038,17146,15905,16450
2022-06-26,16469,16508,14908,15277
2022-07-03,15334,15796,14426,14516
2022-07-10,14525,14732,13961,14354
2022-07-17,14354,14354,13504,13745
2022-07-24,13872,14671,13695,14427
2022-07-31,14348,15295,14295,15242
2022-08-07,15374,15620,15109,15572
2022-08-14,15561,16163,15482,16160
2022-08-21,16238,16498,15969,15969
2022-08-28,15840,16239,15722,16048
2022-09-04,15574,15885,15242,15307
2022-09-11,15307,15667,15242,15664
2022-09-18,15905,15974,15295,15340
2022-09-25,15334,15374,14357,14447
2022-10-02,14107,14107,12906,12965
2022-10-09,13218,13960,13203,13853
2022-10-16,13548,13941,13430,13814
2022-10-23,13518,14534,13508,13858
2022-10-30,14078,14505,13573,14305
2022-11-06,14536,15246,14245,15027
2022-11-13,15104,15865,15056,15783
2022-11-20,15864,16041,15380,15395
2022-11-27,15370,15856,15100,15729
2022-12-04,15687,16042,15403,15424
2022-12-11,15422,15477,14575,14619
2022-12-18,14520,14995,14466,14683
2022-12-25,14612,14627,14177,14202
2023-01-01,14205,14480,13848,13883
2023-01-08,13882,14117,13401,13785
2023-01-15,13853,14853,13853,14776
2023-01-22,14868,14873,14431,14673
2023-01-29,14791,15512,14791,15400
2023-02-05,15335,15658,15078,15429
2023-02-12,15228,15876,15228,15621
2023-02-19,15620,16096,15399,15846
2023-02-26,15846,16184,15590,15659
2023-03-05,15516,16434,15432,16435
2023-03-12,16626,16954,15919,16136
2023-03-19,16043,16763,16043,16146
2023-03-26,15948,16853,15895,16440
2023-04-02,16455,17623,16391,17540
2023-04-09,17634,17922,17367,17923
2023-04-16,18060,19743,18011,18664
2023-04-23,18540,18900,17681,18006
2023-04-30,17892,18464,17357,17988
2023-05-07,18112,18430,17536,17815
2023-05-14,17928,18107,16796,16846
2023-05-21,16756,17337,16488,16970
2023-05-28,16895,17725,16895,17144
2023-06-04,17193,17719,17123,17715
2023-06-11,17749,18728,17744,18624
2023-06-18,18628,19041,18082,18614
2023-06-25,18540,19071,18311,18311
2023-07-02,18231,18241,17293,17641
2023-07-09,17770,18778,17770,18331
2023-07-16,18524,18872,18176,18838
2023-07-23,18802,19925,18708,19717
2023-07-30,19732,22692,18202,19151
2023-08-06,19528,20939,19398,19832
2023-08-13,19697,19697,18758,19280
2023-08-20,19260,19260,17635,18008
2023-08-27,18132,18982,18007,18599
2023-09-03,18708,19170,18550,18550
2023-09-10,18380,18713,17546,17760
2023-09-17,17710,17774,16860,17313
2023-09-24,17193,17486,16667,16876
2023-10-01,16741,17014,15931,16394
2023-10-08,16105,16135,15494,15599
2023-10-15,15906,16438,15161,16011
2023-10-22,15752,16289,14843,14903
2023-10-29,14873,15052,13581,13865
2023-11-05,13641,14768,13641,14610
2023-11-12,15400,16631,14689,14744
2023-11-19,15042,15842,14660,15132
2023-11-26,15246,16035,15176,15579
2023-12-03,15558,15897,15509,15614
2023-12-10,15712,15712,14988,15440
2023-12-17,15335,15718,14953,15564
2023-12-24,15638,16215,15593,15733
2023-12-31,15733,15901,15509,15872
