Date,Open,High,Low,Close
2022-01-09,10423,10438,9726,9951
2022-01-16,9879,10002,9699,9882
2022-01-23,9890,9924,9420,9510
2022-01-30,9402,9509,8756,9158
2022-02-06,9314,9314,9090,9193
2022-02-13,9192,9192,8815,8909
2022-02-20,8790,9049,8610,8928
2022-02-27,8778,8871,8586,8758
2022-03-06,8688,8975,8615,8801
2022-03-13,8642,8712,8366,8601
2022-03-20,8537,8930,8336,8923
2022-03-27,8955,9246,8911,9213
2022-04-03,9211,9358,9053,9075
2022-04-10,9040,9200,8813,8958
2022-04-17,8916,9000,8737,8866
2022-04-24,8839,9313,8839,9183
2022-05-01,9034,9088,8771,9033
2022-05-08,8894,9116,8800,8831
2022-05-15,8780,8929,8401,8929
2022-05-22,9042,9233,8865,9166
2022-05-29,9249,9289,8776,8885
2022-06-05,8998,9031,8865,8890
2022-06-12,8844,8849,8465,8476
2022-06-19,8254,8259,7692,7786
2022-06-26,7844,7844,7085,7372
2022-07-03,7445,7568,6938,6983
2022-07-10,6986,7301,6844,7214
2022-07-17,7184,7281,6863,7106
2022-07-24,7198,7460,7155,7353
2022-07-31,7288,7563,7269,7431
2022-08-07,7431,7449,7323,7422
2022-08-14,7390,7390,6972,7278
2022-08-21,7306,7513,7291,7362
2022-08-28,7253,7381,7041,7239
2022-09-04,7001,7237,6957,6963
2022-09-11,6976,6976,6750,6766
2022-09-18,6893,7085,6784,6835
2022-09-25,6848,6913,6439,6460
2022-10-02,6326,6341,5858,5997
2022-10-09,6159,6641,6159,6539
2022-10-16,6350,6532,6261,6514
2022-10-23,6426,6593,6301,6381
2022-10-30,6529,6862,6500,6529
2022-11-06,6601,6755,6485,6564
2022-11-13,6632,7263,6627,7259
2022-11-20,7291,7499,7124,7358
2022-11-27,7342,7366,7100,7288
2022-12-04,7212,7436,7085,7185
2022-12-11,7213,7263,6914,7066
2022-12-18,6991,7123,6864,6904
2022-12-25,6883,6927,6683,6683
2023-01-01,6761,6917,6523,6539
2023-01-08,6626,6961,6322,6938
2023-01-15,6943,7139,6943,7081
2023-01-22,7051,7174,6952,7081
2023-01-29,7180,7480,7170,7417
2023-02-05,7415,7597,7293,7510
2023-02-12,7510,7752,7387,7643
2023-02-19,7687,7907,7564,7742
2023-02-26,7742,7776,7475,7495
2023-03-05,7475,7652,7367,7589
2023-03-12,7589,7706,7253,7288
2023-03-19,7175,7608,7109,7589
2023-03-26,7592,7966,7470,7899
2023-04-02,8085,8770,7908,8658
2023-04-09,8667,8715,8229,8668
2023-04-16,8770,8810,8465,8501
2023-04-23,8484,8494,8145,8284
2023-04-30,8264,8264,7909,8118
2023-05-07,8202,8337,8042,8153
2023-05-14,8167,8296,7848,7938
2023-05-21,7893,8605,7724,8581
2023-05-28,8585,8795,8377,8646
2023-06-04,8760,9010,8671,8906
2023-06-11,8930,8979,8646,8955
2023-06-18,8970,9224,8930,9160
2023-06-25,9164,9189,8905,9030
2023-07-02,9045,9149,8925,9095
2023-07-09,9105,9269,8776,8836
2023-07-16,8825,9473,8646,9379
2023-07-23,9304,9718,9284,9409
2023-07-30,9449,9578,9090,9504
2023-08-06,9613,9688,9075,9185
2023-08-13,9184,9184,8681,8756
2023-08-20,8690,8885,8466,8811
2023-08-27,8870,9050,8651,8686
2023-09-03,8740,9094,8636,9060
2023-09-10,9189,9189,8721,8816
2023-09-17,8810,9024,8616,8980
2023-09-24,8885,8900,8282,8457
2023-10-01,8412,8486,8252,8417
2023-10-08,8306,8526,8222,8422
2023-10-15,8481,8825,8292,8726
2023-10-22,8641,8925,8451,8551
2023-10-29,8606,8735,8172,8272
2023-11-05,8217,8610,7943,8566
2023-11-12,8775,9005,8680,8881
2023-11-19,8880,9144,8716,9085
2023-11-26,9065,9224,9030,9055
2023-12-03,9055,9448,9040,9354
2023-12-10,9373,9413,9055,9329
2023-12-17,9383,9633,9279,9504
2023-12-24,9509,9762,9484,9678
2023-12-31,9707,9882,9563,9848
