Date,Open,High,Low,Close
2022-01-09,29755,30200,27510,27780
2022-01-16,27305,27305,25620,25625
2022-01-23,26415,26885,23990,24090
2022-01-30,24090,24150,22600,22670
2022-02-06,23805,24045,23650,23720
2022-02-13,24000,25240,23710,24785
2022-02-20,24570,25015,23815,23945
2022-02-27,23600,23610,22285,23470
2022-03-06,23540,23765,22785,23015
2022-03-13,22410,23865,22225,23600
2022-03-20,22855,23780,22055,23590
2022-03-27,24000,24680,23750,24650
2022-04-03,24000,24780,23755,24095
2022-04-10,24555,25290,24530,24820
2022-04-17,24290,24455,23345,23705
2022-04-24,23800,23800,22000,22095
2022-05-01,21865,22460,21025,21040
2022-05-08,20540,21600,20395,20675
2022-05-15,19695,19695,17505,18410
2022-05-22,19055,19760,18975,19360
2022-05-29,19655,19655,18730,18925
2022-06-05,19165,19500,18400,18800
2022-06-12,19045,20170,18955,19495
2022-06-19,18850,18935,17900,18195
2022-06-26,18720,21845,18710,21840
2022-07-03,21845,21845,20665,20970
2022-07-10,21735,23790,21540,23780
2022-07-17,23785,24065,23000,23620
2022-07-24,23825,24300,22935,24050
2022-07-31,23195,23965,23060,23430
2022-08-07,23000,25320,22655,25145
2022-08-14,26075,27320,25740,25905
2022-08-21,27005,27010,25550,25860
2022-08-28,25375,26155,24995,25825
2022-09-04,24685,25460,24225,25460
2022-09-11,25100,25585,24390,25450
2022-09-18,26470,26490,25200,26085
2022-09-25,25275,25285,23835,23840
2022-10-02,23210,25400,23180,24410
2022-10-09,25050,25700,24715,25235
2022-10-16,23905,24910,23900,24870
2022-10-23,24665,25310,24040,24045
2022-10-30,24655,25420,24445,25000
2022-11-06,25440,25845,24730,24960
2022-11-13,24640,24765,22990,23990
2022-11-20,24090,24660,23340,23420
2022-11-27,23510,23890,23395,23450
2022-12-04,23300,23710,22895,23595
2022-12-11,24000,24350,22945,23045
2022-12-18,22730,23620,22460,22915
2022-12-25,23170,23225,22270,22940
2023-01-01,22760,22760,21560,21630
2023-01-08,22500,23185,22500,22710
2023-01-15,22895,23700,22010,23540
2023-01-22,23690,23690,22770,22925
2023-01-29,23595,23805,23550,23600
2023-02-05,23890,24790,23010,24280
2023-02-12,24400,24690,23445,23695
2023-02-19,23655,24115,23365,23940
2023-02-26,24250,24385,23465,23570
2023-03-05,23300,23590,23300,23405
2023-03-12,23350,23535,22640,22715
2023-03-19,22600,22600,21615,22170
2023-03-26,21890,21890,20425,20710
2023-04-02,20715,21650,20715,21200
2023-04-09,21670,21915,21455,21915
2023-04-16,21920,22465,21540,22450
2023-04-23,22060,23680,22060,23105
2023-04-30,23585,23915,22705,22805
2023-05-07,23780,24150,23105,23960
2023-05-14,24230,25085,24230,24820
2023-05-21,24740,25440,24345,24425
2023-05-28,24610,24970,23910,24025
2023-06-04,24355,24355,23780,24215
2023-06-11,24535,24880,24525,24710
2023-06-18,24650,25045,24065,24595
2023-06-25,24595,24600,24280,24555
2023-07-02,24555,24555,23410,23670
2023-07-09,23670,23765,23180,23180
2023-07-16,23165,23710,23085,23240
2023-07-23,23280,23555,23070,23430
2023-07-30,23625,23820,22630,22660
2023-08-06,22810,23405,22645,23050
2023-08-13,23050,23050,22200,23000
2023-08-20,23000,23240,22215,22215
2023-08-27,22330,22845,22250,22310
2023-09-03,22610,22925,22530,22670
2023-09-10,23080,23330,22675,22830
2023-09-17,22875,22875,22490,22520
2023-09-24,22290,22340,21435,21485
2023-10-01,21280,21630,20750,21610
2023-10-08,20860,21355,20455,21245
2023-10-15,21240,21260,20075,20170
2023-10-22,20355,20770,19640,19640
2023-10-29,19640,19805,19015,19505
2023-11-05,19090,19820,18905,19655
2023-11-12,20535,20535,19060,19105
2023-11-19,19325,20185,19250,19795
2023-11-26,20300,20695,20200,20605
2023-12-03,20800,21395,20435,21390
2023-12-10,21920,23075,21765,22785
2023-12-17,22445,24195,22445,24020
2023-12-24,23670,25375,23405,24185
2023-12-31,24500,25655,24500,25590
