Date,Open,High,Low,Close
2022-01-09,59000,59800,54600,55000
2022-01-16,54200,54400,46150,46300
2022-01-23,45800,46350,40350,43800
2022-01-30,43550,43700,39550,41000
2022-02-06,41850,42350,41050,42100
2022-02-13,41650,45300,41550,42150
2022-02-20,41500,50300,41000,49350
2022-02-27,48350,49500,46300,47750
2022-03-06,47850,50300,47500,48700
2022-03-13,48200,49950,46100,48900
2022-03-20,48950,53600,48900,52800
2022-03-27,52800,53000,49900,51000
2022-04-03,51000,52000,48800,50900
2022-04-10,51000,51100,45350,46100
2022-04-17,45850,47100,44900,46200
2022-04-24,45800,46200,43500,43600
2022-05-01,42600,43800,41700,42350
2022-05-08,42200,42250,39950,40100
2022-05-15,39850,41150,37100,38450
2022-05-22,38500,40300,38000,39950
2022-05-29,40200,41400,39400,41250
2022-06-05,41500,41750,39800,41150
2022-06-12,41100,42300,39100,39150
2022-06-19,38300,38350,34600,36150
2022-06-26,36300,36450,32950,34800
2022-07-03,35000,35150,28600,28950
2022-07-10,29050,32000,28750,31300
2022-07-17,31350,31650,29750,29900
2022-07-24,30350,31550,30100,30900
2022-07-31,30700,31650,29800,30900
2022-08-07,31000,33400,30300,32300
2022-08-14,32200,33500,31500,32950
2022-08-21,33300,33300,27150,28650
2022-08-28,28650,28800,27500,28100
2022-09-04,27200,27450,25700,25850
2022-09-11,25600,26100,24800,25000
2022-09-18,25500,26950,24800,25250
2022-09-25,25250,25700,23300,23450
2022-10-02,22850,22950,19650,20050
2022-10-09,20400,21600,18350,18350
2022-10-16,18100,18550,16500,17500
2022-10-23,16550,18200,15950,16750
2022-10-30,17200,17450,15800,15850
2022-11-06,16150,21800,16100,20950
2022-11-13,21150,29400,20300,27600
2022-11-20,28050,30250,26950,27700
2022-11-27,27400,28350,24850,26400
2022-12-04,26400,28150,24400,26250
2022-12-11,26550,28150,26500,28100
2022-12-18,28000,29500,25100,26000
2022-12-25,25600,26800,25050,25100
2023-01-01,25300,25850,23950,24300
2023-01-08,24450,27500,23150,27200
2023-01-15,28050,28850,27150,28150
2023-01-22,28350,29700,26850,27800
2023-01-29,28300,29100,27800,28900
2023-02-05,29050,29400,27050,28850
2023-02-12,28850,30150,26550,26650
2023-02-19,26600,26600,24100,25300
2023-02-26,25300,26350,24900,25250
2023-03-05,25050,26800,24900,26300
2023-03-12,26500,26800,23500,23950
2023-03-19,23700,25100,23500,24700
2023-03-26,24600,25450,24350,24800
2023-04-02,24800,24800,23500,24150
2023-04-09,24150,24450,23100,23600
2023-04-16,23500,24200,22000,23750
2023-04-23,23600,24000,23000,23250
2023-04-30,23200,23200,21600,22000
2023-05-07,22000,25150,22000,23550
2023-05-14,23850,25350,23800,24450
2023-05-21,24300,25400,24100,25200
2023-05-28,25300,26300,24700,25000
2023-06-04,25500,26600,24800,26550
2023-06-11,26800,27200,25700,25850
2023-06-18,25950,27000,25350,25850
2023-06-25,25850,26000,23500,23650
2023-07-02,23550,24350,23500,23750
2023-07-09,23850,24650,22500,22850
2023-07-16,22700,26000,22500,25700
2023-07-23,25300,26100,25150,25700
2023-07-30,25650,25950,23250,25300
2023-08-06,25400,30500,25150,28700
2023-08-13,28500,29550,27300,27600
2023-08-20,27450,27900,25250,25600
2023-08-27,25850,26100,24300,24450
2023-09-03,24450,26350,24400,25600
2023-09-10,25500,26300,24850,24950
2023-09-17,24950,26750,24450,26050
2023-09-24,26000,26000,23500,23750
2023-10-01,23800,23900,22750,23350
2023-10-08,22950,23350,22500,23200
2023-10-15,23900,24250,23200,23250
2023-10-22,23100,23600,21200,21800
2023-10-29,21200,21600,18110,18780
2023-11-05,18550,21500,17970,21100
2023-11-12,22450,24750,22250,22950
2023-11-19,23350,24450,23050,23700
2023-11-26,23650,26750,23300,25550
2023-12-03,25350,26350,25100,25450
2023-12-10,25650,26400,25000,26000
2023-12-17,26150,27150,25650,27100
2023-12-24,27150,28100,26150,27200
2023-12-31,27450,28500,27200,28500
