Date,Open,High,Low,Close
2022-01-09,10900,11400,10700,11300
2022-01-16,11300,11400,10800,11000
2022-01-23,11000,11050,10300,10300
2022-01-30,10200,10300,9080,9600
2022-02-06,9800,9990,9700,9950
2022-02-13,10000,10500,9660,10150
2022-02-20,10000,10400,9630,10250
2022-02-27,10100,10300,9770,9960
2022-03-06,10000,10400,9910,10250
2022-03-13,10200,10250,9950,10100
2022-03-20,10100,10300,9860,10300
2022-03-27,10400,10750,10150,10500
2022-04-03,10500,10700,10350,10450
2022-04-10,10450,10650,10000,10100
2022-04-17,10050,10250,9980,10200
2022-04-24,10200,10500,10100,10450
2022-05-01,10250,10950,10250,10550
2022-05-08,10350,10650,10150,10250
2022-05-15,10200,10200,9450,9650
2022-05-22,9670,9970,9490,9660
2022-05-29,9660,9780,9300,9450
2022-06-05,9470,9680,9470,9620
2022-06-12,9620,10100,9080,10100
2022-06-19,9900,9910,9050,9300
2022-06-26,9300,9310,7900,8190
2022-07-03,8220,8450,8150,8170
2022-07-10,8200,8430,8090,8260
2022-07-17,8330,8330,7670,7730
2022-07-24,7770,8190,7730,8100
2022-07-31,8100,8360,8030,8350
2022-08-07,8350,8630,8150,8550
2022-08-14,8480,8790,8450,8690
2022-08-21,8770,10250,8710,9950
2022-08-28,9850,9950,9250,9560
2022-09-04,9330,10600,9170,10100
2022-09-11,10100,10350,9870,10150
2022-09-18,10300,11650,10250,10650
2022-09-25,10600,11200,10300,10600
2022-10-02,10300,10700,9290,9490
2022-10-09,9600,10500,9600,9910
2022-10-16,9610,10200,9210,9690
2022-10-23,9480,10300,9480,9650
2022-10-30,9850,9930,9040,9200
2022-11-06,9290,10200,9130,10050
2022-11-13,10150,10800,9990,10350
2022-11-20,10300,10650,9500,9530
2022-11-27,9540,9660,9340,9590
2022-12-04,9660,9790,9360,9780
2022-12-11,9780,9810,9410,9770
2022-12-18,9730,9740,9280,9380
2022-12-25,9490,9650,9340,9580
2023-01-01,9550,9830,8720,8870
2023-01-08,8870,8940,8170,8500
2023-01-15,8600,8880,8530,8630
2023-01-22,8680,8680,8330,8440
2023-01-29,8470,8750,8420,8650
2023-02-05,8710,8850,8510,8810
2023-02-12,8810,9040,8650,8700
2023-02-19,8670,8750,8540,8690
2023-02-26,8690,8800,8320,8380
2023-03-05,8350,8550,8290,8470
2023-03-12,8510,8880,8270,8310
2023-03-19,8200,8250,7910,8090
2023-03-26,8090,8610,8020,8570
2023-04-02,8600,8860,8400,8770
2023-04-09,8720,9400,8480,9300
2023-04-16,9290,18310,9190,15260
2023-04-23,15080,20500,14980,18210
2023-04-30,17900,20000,13110,15150
2023-05-07,16400,20650,15820,18170
2023-05-14,18880,22400,16440,20500
2023-05-21,21600,22600,18910,19100
2023-05-28,18920,22250,17140,18640
2023-06-04,18870,19960,17890,18030
2023-06-11,18150,19060,17500,17780
2023-06-18,18710,24650,18320,23500
2023-06-25,23000,27800,22950,24700
2023-07-02,24350,24400,20600,21350
2023-07-09,21650,22250,19650,22150
2023-07-16,21650,23700,20600,21150
2023-07-23,22300,25700,21950,24150
2023-07-30,23900,25200,18370,19500
2023-08-06,19530,20050,17200,17370
2023-08-13,17270,17400,16500,16610
2023-08-20,16590,19530,15430,15920
2023-08-27,15750,16810,15040,15190
2023-09-03,15220,17040,15060,15430
2023-09-10,15700,15920,14120,14380
2023-09-17,14330,14480,13830,13930
2023-09-24,13930,14040,13050,13370
2023-10-01,13120,13340,12620,13120
2023-10-08,13010,13090,12150,12480
2023-10-15,12480,13060,12100,12950
2023-10-22,12760,15330,11700,11730
2023-10-29,11510,12160,10970,11090
2023-11-05,10950,11830,10780,11700
2023-11-12,12210,13390,11380,11480
2023-11-19,11620,12050,11120,11720
2023-11-26,11890,12970,11890,12200
2023-12-03,12490,13250,12200,12310
2023-12-10,12320,12440,11760,12040
2023-12-17,12130,13220,12080,13220
2023-12-24,13350,16640,13050,16210
2023-12-31,16000,16450,14760,15350
