Date,Open,High,Low,Close
2022-01-09,14733,14833,13968,14288
2022-01-16,14186,14186,13841,14063
2022-01-23,13963,13963,13091,13242
2022-01-30,13518,13682,12849,13096
2022-02-06,13463,13648,13463,13649
2022-02-13,13486,13653,13072,13213
2022-02-20,13207,13207,12999,13120
2022-02-27,12917,13067,12256,12861
2022-03-06,12800,13269,12800,13147
2022-03-13,12931,13238,12623,13205
2022-03-20,13216,13447,12921,13447
2022-03-27,13216,13750,13216,13368
2022-04-03,13575,14716,13421,13905
2022-04-10,13946,14148,13776,14091
2022-04-17,14038,14075,13622,13875
2022-04-24,13855,14411,13628,14188
2022-05-01,14079,14079,13693,13837
2022-05-08,13357,13411,12903,12952
2022-05-15,12720,12817,11863,12108
2022-05-22,12482,12524,11991,12123
2022-05-29,12356,12592,12135,12543
2022-06-05,12738,12981,12548,12748
2022-06-12,12571,12738,12155,12210
2022-06-19,11792,11802,11102,11237
2022-06-26,11213,11916,11213,11920
2022-07-03,11981,12114,11585,11639
2022-07-10,11979,12121,11897,11925
2022-07-17,11910,11967,11619,11639
2022-07-24,11834,12123,11760,12028
2022-07-31,12127,12920,12112,12920
2022-08-07,12746,12814,12489,12562
2022-08-14,12555,13041,12500,12975
2022-08-21,12962,13193,12905,12911
2022-08-28,12975,12975,12363,12680
2022-09-04,12460,12460,11809,11980
2022-09-11,11960,12348,11789,12353
2022-09-18,12402,12495,11606,11610
2022-09-25,11704,11753,11059,11095
2022-10-02,10962,10977,10286,10374
2022-10-09,10655,10872,10340,10345
2022-10-16,10121,10242,9901,10245
2022-10-23,10003,10463,9911,9997
2022-10-30,10110,10593,10062,10422
2022-11-06,10786,10795,10411,10463
2022-11-13,10545,11401,10482,11401
2022-11-20,11195,11195,10863,10889
2022-11-27,11073,11255,10910,11191
2022-12-04,11267,11383,10736,11242
2022-12-11,11342,11342,10935,11035
2022-12-18,11072,11406,11054,11128
2022-12-25,11034,11034,10548,10737
2023-01-01,10836,10904,10651,10663
2023-01-08,10779,11074,10679,10755
2023-01-15,11071,11548,10927,11544
2023-01-22,11475,11488,11220,11296
2023-01-29,11501,11581,11347,11582
2023-02-05,11701,12072,11517,12073
2023-02-12,12527,12527,11564,11624
2023-02-19,11639,11783,11574,11577
2023-02-26,11650,11650,11223,11288
2023-03-05,11128,11129,10840,11058
2023-03-12,11237,11283,10743,10749
2023-03-19,10534,10713,10520,10698
2023-03-26,10516,10585,10020,10102
2023-04-02,10331,10622,10259,10618
2023-04-09,10788,10839,10660,10809
2023-04-16,10809,10896,10727,10804
2023-04-23,10676,10907,10655,10794
2023-04-30,10810,10936,10601,10795
2023-05-07,10831,10890,10550,10642
2023-05-14,10832,10976,10765,10790
2023-05-21,10778,10778,10477,10575
2023-05-28,10562,10716,10241,10261
2023-06-04,10392,10608,10352,10539
2023-06-11,10666,10981,10666,10866
2023-06-18,10838,10981,10777,10958
2023-06-25,10968,10996,10549,10615
2023-07-02,10608,10982,10498,10982
2023-07-09,11072,11189,11007,11058
2023-07-16,11045,11381,11024,11382
2023-07-23,11399,11399,11191,11305
2023-07-30,11313,11533,11193,11238
2023-08-06,11526,11526,11060,11115
2023-08-13,10994,11299,10957,10999
2023-08-20,11244,11244,10481,10536
2023-08-27,10617,10794,10474,10662
2023-09-03,10797,10913,10630,10896
2023-09-10,10890,10949,10700,10786
2023-09-17,10745,10801,10627,10801
2023-09-24,10884,10884,10243,10288
2023-10-01,10359,10359,9921,10011
2023-10-08,9999,9999,9521,9798
2023-10-15,9796,10194,9796,10028
2023-10-22,10175,10175,9585,9595
2023-10-29,9795,9795,9311,9562
2023-11-05,9558,10013,9393,10013
2023-11-12,10078,10318,9845,9900
2023-11-19,9968,10462,9905,10451
2023-11-26,10462,10510,10392,10509
2023-12-03,10529,11049,10509,10838
2023-12-10,11390,11390,10937,11082
2023-12-17,11108,11837,11077,11836
2023-12-24,11833,11833,11544,11634
2023-12-31,11758,12057,11682,11925
