Date,Open,High,Low,Close
2022-01-09,5839,6285,5839,6286
2022-01-16,6276,6687,6276,6556
2022-01-23,6478,6737,6452,6605
2022-01-30,6563,6595,6133,6201
2022-02-06,6244,6577,6244,6539
2022-02-13,6536,6657,6439,6507
2022-02-20,6408,6470,6262,6410
2022-02-27,6355,6391,6096,6162
2022-03-06,6151,6160,5934,6024
2022-03-13,5953,5992,5752,5976
2022-03-20,5965,6206,5947,6194
2022-03-27,6194,6498,6179,6455
2022-04-03,6444,6816,6439,6800
2022-04-10,6759,6961,6627,6778
2022-04-17,6760,6874,6679,6694
2022-04-24,6680,6843,6635,6778
2022-05-01,6732,6755,6436,6568
2022-05-08,6516,6552,6415,6513
2022-05-15,6471,6494,6029,6154
2022-05-22,6191,6273,6117,6154
2022-05-29,6167,6337,6094,6338
2022-06-05,6337,6402,6186,6218
2022-06-12,6218,6218,6053,6146
2022-06-19,6076,6169,5901,6012
2022-06-26,6005,6062,5749,5865
2022-07-03,5874,5983,5828,5934
2022-07-10,5915,5966,5556,5742
2022-07-17,5741,5804,5552,5645
2022-07-24,5647,5956,5643,5814
2022-07-31,5813,5952,5772,5930
2022-08-07,5914,6144,5828,6099
2022-08-14,6049,6278,6016,6118
2022-08-21,6158,6192,6049,6192
2022-08-28,6163,6163,5983,6003
2022-09-04,5914,5988,5840,5938
2022-09-11,5937,5987,5836,5874
2022-09-18,5947,6020,5704,5714
2022-09-25,5727,5952,5635,5902
2022-10-02,5891,5932,5459,5475
2022-10-09,5479,5668,5470,5668
2022-10-16,5603,5667,5452,5631
2022-10-23,5630,5817,5589,5788
2022-10-30,5814,5846,5579,5833
2022-11-06,5864,5915,5755,5916
2022-11-13,5915,5920,5694,5833
2022-11-20,5833,5865,5700,5814
2022-11-27,5832,6203,5790,6200
2022-12-04,6126,6388,6113,6242
2022-12-11,6232,6384,6117,6385
2022-12-18,6375,6483,6324,6476
2022-12-25,6430,6687,6421,6619
2023-01-01,6594,6824,6562,6706
2023-01-08,6705,6792,6425,6793
2023-01-15,6798,6858,6635,6761
2023-01-22,6750,7149,6732,7036
2023-01-29,7035,7064,6893,7005
2023-02-05,6995,6995,6622,6655
2023-02-12,6660,6751,6591,6706
2023-02-19,6704,6834,6645,6770
2023-02-26,6770,7216,6672,7138
2023-03-05,7137,7371,7097,7120
2023-03-12,7115,7256,6980,7138
2023-03-19,7154,7196,6907,6940
2023-03-26,6939,6984,6649,6706
2023-04-02,6719,6908,6642,6853
2023-04-09,6852,6852,6581,6614
2023-04-16,6617,7017,6580,6981
2023-04-23,6980,7358,6944,7262
2023-04-30,7260,7508,7136,7386
2023-05-07,7386,7491,7261,7300
2023-05-14,7238,7601,7233,7243
2023-05-21,7195,7280,7080,7171
2023-05-28,7190,7486,7171,7238
2023-06-04,7252,7252,7004,7143
2023-06-11,7147,7433,7147,7252
2023-06-18,7290,7309,6960,6999
2023-06-25,7046,7118,6831,6885
2023-07-02,6884,7084,6870,7037
2023-07-09,6999,7113,6764,6779
2023-07-16,6798,7252,6798,7128
2023-07-23,7056,7127,6865,6951
2023-07-30,6951,7089,6760,7042
2023-08-06,7151,7233,6970,7205
2023-08-13,7170,7481,7170,7295
2023-08-20,7290,7367,7051,7166
2023-08-27,7199,7347,7119,7300
2023-09-03,7324,7429,7290,7348
2023-09-10,7300,7568,7171,7568
2023-09-17,7611,8121,7596,8117
2023-09-24,8035,8217,7978,8122
2023-10-01,8097,8140,7807,7874
2023-10-08,7797,8218,7749,7993
2023-10-15,8084,8121,7868,8022
2023-10-22,7978,8140,7912,7983
2023-10-29,7964,7964,7658,7716
2023-11-05,7758,7955,7448,7592
2023-11-12,7596,7715,7405,7577
2023-11-19,7562,7725,7448,7520
2023-11-26,7520,7806,7505,7740
2023-12-03,7710,7854,7625,7678
2023-12-10,7677,7839,7620,7697
2023-12-17,7696,7806,7639,7659
2023-12-24,7667,7667,7467,7625
2023-12-31,7682,7730,7558,7721
